GroupID,GroupName,VariableID,VariableName,VariableDescription
CARS,California Association of Realtors,Affordability,CARS Affordability Index,C.A.R.'s Traditional Housing Affordability Index (HAI) measures the percentage of households that can afford to purchase the median priced home in the state and regions of California based on traditional assumptions. C.A.R. also reports its traditional and first-time buyer indexes for regions and select counties within the state. The HAI is the most fundamental measure of housing well-being for buyers in the state.
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved from different state: - Native,Margin of Error; Moved from different state: - Native,Margin of Error - The count of people who are native born citizens who moved to specified county from a different state
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved from different state: - Foreign born:,Estimate; Moved from different state: - Foreign born:,The count of people who are Foreign born who moved to specified county from a different state
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved from different state: - Foreign born:,Margin of Error; Moved from different state: - Foreign born:,Margin of Error - The count of people who are Foreign born who moved to specified county from a different state
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved from different state: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved from different state: - Foreign born: - Naturalized U.S. citizen,The count of people who are Foreign born - Naturalized U.S. citizen who moved to specified county from a different state
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved from different state: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved from different state: - Foreign born: - Naturalized U.S. citizen,Margin of Error - The count of people who are Foreign born - Naturalized U.S. citizen who moved to specified county from a different state
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved from different state: - Foreign born: - Not a U.S. citizen,Estimate; Moved from different state: - Foreign born: - Not a U.S. citizen,The count of people who are not a U.S. citizen who moved to specified county from a different state
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved from different state: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved from different state: - Foreign born: - Not a U.S. citizen,Margin of Error - The count of people who are not a U.S. citizen who moved to specified county from a different state
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved from abroad:,Estimate; Moved from abroad:,The count of people who moved to specified county from abroad
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved from abroad:,Margin of Error; Moved from abroad:,Margin of Error - The count of people who moved to specified county from abroad
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved from abroad: - Native,Estimate; Moved from abroad: - Native,The count of people who are native born citizens who moved to specified county from abroad
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved from abroad: - Native,Margin of Error; Moved from abroad: - Native,Margin of Error - The count of people who are native born citizens who moved to specified county from abroad
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved from abroad: - Foreign born:,Estimate; Moved from abroad: - Foreign born:,The count of people who are Foreign born who moved to specified county from abroad
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved from abroad: - Foreign born:,Margin of Error; Moved from abroad: - Foreign born:,Margin of Error - The count of people who are Foreign born who moved to specified county from abroad
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved from abroad: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved from abroad: - Foreign born: - Naturalized U.S. citizen,The count of people who are Foreign born - Naturalized U.S. citizen who moved to specified county from abroad
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved from abroad: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved from abroad: - Foreign born: - Naturalized U.S. citizen,Margin of Error - The count of people who are Foreign born - Naturalized U.S. citizen who moved to specified county from abroad
B07007,Geographical Mobility in past year by Citizenship,Estimate; Moved from abroad: - Foreign born: - Not a U.S. citizen,Estimate; Moved from abroad: - Foreign born: - Not a U.S. citizen,The count of people who are not a U.S. citizen who moved to specified county from abroad
B07007,Geographical Mobility in past year by Citizenship,Margin of Error; Moved from abroad: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved from abroad: - Foreign born: - Not a U.S. citizen,Margin of Error - The count of people who are not a U.S. citizen who moved to specified county from abroad
B07009,Geographical Mobility in past year by Education,Estimate; Total:,Estimate; Total:,The count of people in sample
B07009,Geographical Mobility in past year by Education,Margin of Error; Total:,Margin of Error; Total:,Margin of Error - The count of people in sample
B07009,Geographical Mobility in past year by Education,Estimate; Less than high school graduate,Estimate; Less than high school graduate,The count of people without high school diploma
B07009,Geographical Mobility in past year by Education,Margin of Error; Less than high school graduate,Margin of Error; Less than high school graduate,Margin of Error - The count of people without high school diploma
